month,trip_duration_sec,start_station_id,start_station_name,end_station_id,end_station_name,bike_id,user_type,member_birth_year,member_gender,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_city,end_city
March,618,64.0,5th St at Brannan St,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),4619,Subscriber,1974.0,Male,37.7767539,-122.3990176,37.7810737,-122.4117382,San Francisco,San Francisco
Februrary,240,240.0,Haste St at Telegraph Ave,252.0,Channing Way at Shattuck Ave,1270,Subscriber,1996.0,Female,37.86604310000001,-122.2588044,37.86584660000001,-122.26744309999998,Oakland/Berkeley,Oakland/Berkeley
January,132,256.0,Hearst Ave at Euclid Ave,258.0,University Ave at Oxford St,2989,Subscriber,1999.0,Male,37.87511169286445,-122.26055324077606,37.8723555,-122.2664467,Oakland/Berkeley,Oakland/Berkeley
Februrary,751,120.0,Mission Dolores Park,77.0,11th St at Natoma St,5105,Subscriber,1967.0,Male,37.7614205,-122.4264353,37.7735069,-122.4160402,San Francisco,San Francisco
January,485,43.0,San Francisco Public Library (Grove St at Hyde St),87.0,Folsom St at 13th St,2361,Subscriber,1988.0,Male,37.7787677,-122.4159292,37.769757,-122.415674,San Francisco,San Francisco
January,552,81.0,Berry St at 4th St,11.0,Davis St at Jackson St,4730,Customer,1980.0,Male,37.77588,-122.39317,37.79728,-122.398436,San Francisco,San Francisco
January,236,246.0,Berkeley Civic Center,255.0,Virginia St at Shattuck Ave,5102,Subscriber,1968.0,Male,37.8690599,-122.270556,37.876572549106854,-122.26952791213988,Oakland/Berkeley,Oakland/Berkeley
May,625,153.0,59th St at Horton St,385.0,Woolsey St at Sacramento St,3665,Subscriber,1985.0,Female,37.84094520000001,-122.2913604,37.8505777,-122.2781754,Oakland/Berkeley,Oakland/Berkeley
Februrary,774,47.0,4th St at Harrison St,58.0,Market St at 10th St,3319,Subscriber,1981.0,Male,37.78095459960753,-122.39974915981293,37.776619,-122.417385,San Francisco,San Francisco
May,162,132.0,24th St at Chattanooga St,386.0,24th St at Bartlett St,357,Subscriber,1985.0,Male,37.7518194,-122.4266139,37.75210498442358,-122.41972357034685,San Francisco,San Francisco
January,525,23.0,The Embarcadero at Steuart St,64.0,5th St at Brannan St,3040,Subscriber,1994.0,Male,37.79146400000001,-122.391034,37.7767539,-122.3990176,San Francisco,San Francisco
March,1000,139.0,Garfield Square (25th St at Harrison St),49.0,S Park St at 3rd St,5827,Subscriber,1995.0,Male,37.75101710000001,-122.4119009,37.7807601,-122.3949894,San Francisco,San Francisco
Februrary,442,162.0,Franklin St at 9th St,186.0,Lakeside Dr at 14th St,4559,Subscriber,1982.0,Female,37.8005161,-122.2720799,37.8013189,-122.2626418,Oakland/Berkeley,Oakland/Berkeley
January,1058,141.0,Valencia St at Cesar Chavez St,349.0,Howard St at Mary St,2586,Subscriber,1988.0,Male,37.7479981,-122.4202187,37.78100971717512,-122.40566611289978,San Francisco,San Francisco
Februrary,509,101.0,15th St at Potrero Ave,130.0,22nd St Caltrain Station,4653,Customer,1977.0,Male,37.76707850458367,-122.40735858678819,37.75771842163036,-122.39181250333785,San Francisco,San Francisco
May,646,11.0,Davis St at Jackson St,371.0,Lombard St at Columbus Ave,1199,Subscriber,1963.0,Male,37.79728,-122.398436,37.80274615250053,-122.41357862949371,San Francisco,San Francisco
March,397,64.0,5th St at Brannan St,114.0,Rhode Island St at 17th St,5051,Subscriber,1984.0,Male,37.7767539,-122.3990176,37.7644783,-122.4025701,San Francisco,San Francisco
March,410,50.0,2nd St at Townsend St,16.0,Steuart St at Market St,6235,Subscriber,1975.0,Male,37.780526,-122.39028799999998,37.79413,-122.39443,San Francisco,San Francisco
April,430,50.0,2nd St at Townsend St,15.0,San Francisco Ferry Building (Harry Bridges Plaza),1473,Customer,1988.0,Male,37.780526,-122.39028799999998,37.795392,-122.394203,San Francisco,San Francisco
Februrary,485,22.0,Howard St at Beale St,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),4972,Subscriber,1989.0,Female,37.789756,-122.394643,37.7810737,-122.4117382,San Francisco,San Francisco
Februrary,852,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),369.0,Hyde St at Post St,5328,Subscriber,1987.0,Male,37.77663920000001,-122.3955263,37.78734902316596,-122.41665109992027,San Francisco,San Francisco
March,2003,5.0,Powell St BART Station (Market St at 5th St),3.0,Powell St BART Station (Market St at 4th St),5527,Customer,1977.0,Male,37.78389935708493,-122.40844488143921,37.78637526861584,-122.40490436553956,San Francisco,San Francisco
January,269,223.0,16th St Mission BART Station 2,112.0,Harrison St at 17th St,3452,Subscriber,1990.0,Female,37.7647652154977,-122.42009103298186,37.7638471,-122.41300359999998,San Francisco,San Francisco
April,1001,21.0,Montgomery St BART Station (Market St at 2nd St),125.0,20th St at Bryant St,5530,Subscriber,1975.0,Male,37.7896254,-122.400811,37.7592005,-122.409851,San Francisco,San Francisco
March,510,5.0,Powell St BART Station (Market St at 5th St),22.0,Howard St at Beale St,6518,Subscriber,1978.0,Male,37.78389935708493,-122.40844488143921,37.789756,-122.394643,San Francisco,San Francisco
April,452,162.0,Franklin St at 9th St,183.0,Telegraph Ave at 19th St,1799,Subscriber,1976.0,Female,37.8005161,-122.2720799,37.8087021,-122.2699271,Oakland/Berkeley,Oakland/Berkeley
January,493,132.0,24th St at Chattanooga St,86.0,Market St at Dolores St,4973,Subscriber,1985.0,Male,37.7518194,-122.4266139,37.76930529999999,-122.4268256,San Francisco,San Francisco
Februrary,820,132.0,24th St at Chattanooga St,101.0,15th St at Potrero Ave,4728,Subscriber,1992.0,Female,37.7518194,-122.4266139,37.76707850458367,-122.40735858678819,San Francisco,San Francisco
May,1259,350.0,8th St at Brannan St,133.0,Valencia St at 22nd St,2349,Subscriber,1999.0,Male,37.77143136292109,-122.40578681230544,37.7552126,-122.42097520000002,San Francisco,San Francisco
January,786,53.0,Grove St at Divisadero,349.0,Howard St at Mary St,2053,Subscriber,1975.0,Male,37.77594600000001,-122.4377775,37.78100971717512,-122.40566611289978,San Francisco,San Francisco
April,631,93.0,4th St at Mission Bay Blvd S,50.0,2nd St at Townsend St,2197,Subscriber,1994.0,Male,37.7704074,-122.39119840000002,37.780526,-122.39028799999998,San Francisco,San Francisco
Februrary,397,115.0,Jackson Playground,92.0,Mission Bay Kids Park,5354,Subscriber,1968.0,Male,37.7650259,-122.3987734,37.772300631747626,-122.39302754402159,San Francisco,San Francisco
January,411,64.0,5th St at Brannan St,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),5245,Subscriber,1999.0,Male,37.7767539,-122.3990176,37.7810737,-122.4117382,San Francisco,San Francisco
April,466,50.0,2nd St at Townsend St,364.0,China Basin St at 3rd St,2321,Subscriber,1988.0,Male,37.780526,-122.39028799999998,37.7719996,-122.3899698,San Francisco,San Francisco
May,505,30.0,San Francisco Caltrain (Townsend St at 4th St),88.0,11th St at Bryant St,2461,Subscriber,1990.0,Male,37.776598,-122.395282,37.7700298,-122.4117258,San Francisco,San Francisco
March,374,52.0,McAllister St at Baker St,74.0,Laguna St at Hayes St,5914,Subscriber,1988.0,Female,37.7774157,-122.4418376,37.77643481920474,-122.42624402046205,San Francisco,San Francisco
April,355,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),74.0,Laguna St at Hayes St,5281,Subscriber,1977.0,Male,37.7810737,-122.4117382,37.77643481920474,-122.42624402046205,San Francisco,San Francisco
April,905,93.0,4th St at Mission Bay Blvd S,20.0,Mechanics Monument Plaza (Market St at Bush St),5506,Customer,1971.0,Male,37.7704074,-122.39119840000002,37.7913,-122.399051,San Francisco,San Francisco
January,582,213.0,32nd St at Adeline St,160.0,West Oakland BART Station,1799,Subscriber,1986.0,Male,37.8238474,-122.2811926,37.8053183,-122.2948365,Oakland/Berkeley,Oakland/Berkeley
March,470,64.0,5th St at Brannan St,126.0,Esprit Park,6436,Subscriber,1994.0,Male,37.7767539,-122.3990176,37.7616343,-122.3906477,San Francisco,San Francisco
April,1124,8.0,The Embarcadero at Vallejo St,6.0,The Embarcadero at Sansome St,2946,Customer,1970.0,Female,37.799953,-122.398525,37.80477,-122.403234,San Francisco,San Francisco
May,977,121.0,Mission Playground,21.0,Montgomery St BART Station (Market St at 2nd St),3456,Subscriber,1997.0,Male,37.75921029999999,-122.4213392,37.7896254,-122.400811,San Francisco,San Francisco
Februrary,179,61.0,Howard St at 8th St,350.0,8th St at Brannan St,4800,Customer,1996.0,Male,37.7765126,-122.4113061,37.77143136292109,-122.40578681230544,San Francisco,San Francisco
March,173,8.0,The Embarcadero at Vallejo St,16.0,Steuart St at Market St,5354,Subscriber,1995.0,Male,37.799953,-122.398525,37.79413,-122.39443,San Francisco,San Francisco
January,621,34.0,Father Alfred E Boeddeker Park,24.0,Spear St at Folsom St,5383,Subscriber,1980.0,Male,37.78398789999999,-122.412408,37.78967670000001,-122.39042849999998,San Francisco,San Francisco
March,331,120.0,Mission Dolores Park,356.0,Valencia St at Clinton Park,4717,Subscriber,1963.0,Male,37.7614205,-122.4264353,37.769188178104585,-122.42228507995605,San Francisco,San Francisco
January,864,324.0,Union Square (Powell St at Post St),95.0,Sanchez St at 15th St,5417,Subscriber,1978.0,Male,37.78829997815083,-122.40853071212769,37.7662185,-122.4310597,San Francisco,San Francisco
May,872,113.0,Franklin Square,47.0,4th St at Harrison St,3413,Subscriber,1991.0,Female,37.764555,-122.410345,37.78095459960753,-122.39974915981293,San Francisco,San Francisco
Februrary,721,81.0,Berry St at 4th St,27.0,Beale St at Harrison St,1902,Customer,1991.0,Female,37.77588,-122.39317,37.7880593,-122.3918648,San Francisco,San Francisco
Februrary,464,27.0,Beale St at Harrison St,104.0,4th St at 16th St,5218,Subscriber,1979.0,Male,37.7880593,-122.3918648,37.76704457969368,-122.39083349704742,San Francisco,San Francisco
April,509,134.0,Valencia St at 24th St,356.0,Valencia St at Clinton Park,1148,Subscriber,1991.0,Male,37.7524278,-122.4206278,37.769188178104585,-122.42228507995605,San Francisco,San Francisco
Februrary,704,75.0,Market St at Franklin St,30.0,San Francisco Caltrain (Townsend St at 4th St),1566,Subscriber,1986.0,Male,37.77379320608871,-122.42123901844023,37.776598,-122.395282,San Francisco,San Francisco
Februrary,424,6.0,The Embarcadero at Sansome St,27.0,Beale St at Harrison St,5957,Subscriber,1993.0,Male,37.80477,-122.403234,37.7880593,-122.3918648,San Francisco,San Francisco
April,1017,90.0,Townsend St at 7th St,133.0,Valencia St at 22nd St,1258,Subscriber,1965.0,Male,37.771058,-122.402717,37.7552126,-122.42097520000002,San Francisco,San Francisco
January,607,22.0,Howard St at Beale St,6.0,The Embarcadero at Sansome St,4756,Subscriber,1974.0,Male,37.789756,-122.394643,37.80477,-122.403234,San Francisco,San Francisco
January,1224,323.0,Broadway at Kearny,116.0,Mississippi St at 17th St,5152,Subscriber,1992.0,Female,37.79801364395978,-122.40595042705534,37.76480220000001,-122.3947713,San Francisco,San Francisco
Februrary,338,327.0,5th St at San Salvador St,296.0,5th St at Virginia St,3824,Subscriber,1995.0,Female,37.33203868095132,-121.8817663192749,37.3259984,-121.87712,San Jose,San Jose
Februrary,232,88.0,11th St at Bryant St,77.0,11th St at Natoma St,5408,Subscriber,1994.0,Male,37.7700298,-122.4117258,37.7735069,-122.4160402,San Francisco,San Francisco
March,916,265.0,Ninth St at Parker St,214.0,Market St at Brockhurst St,5783,Subscriber,1991.0,Male,37.8588682,-122.2912095,37.8233214,-122.2757325,Oakland/Berkeley,Oakland/Berkeley
January,424,173.0,Shattuck Ave at 55th St,176.0,MacArthur BART Station,197,Subscriber,1963.0,Male,37.8403643,-122.2644881,37.82840997305853,-122.26631462574005,Oakland/Berkeley,Oakland/Berkeley
January,326,58.0,Market St at 10th St,350.0,8th St at Brannan St,5297,Subscriber,1993.0,Female,37.776619,-122.417385,37.77143136292109,-122.40578681230544,San Francisco,San Francisco
January,532,53.0,Grove St at Divisadero,109.0,17th St at Valencia St,5489,Customer,1990.0,Female,37.77594600000001,-122.4377775,37.7633158,-122.4219039,San Francisco,San Francisco
January,114,183.0,Telegraph Ave at 19th St,182.0,19th Street BART Station,869,Subscriber,1991.0,Male,37.8087021,-122.2699271,37.8090126,-122.2682473,Oakland/Berkeley,Oakland/Berkeley
January,951,89.0,Division St at Potrero Ave,107.0,17th St at Dolores St,1274,Subscriber,1941.0,Male,37.76921786152374,-122.40764558315277,37.7630152,-122.42649679999998,San Francisco,San Francisco
April,244,176.0,MacArthur BART Station,212.0,Mosswood Park,3548,Subscriber,1959.0,Female,37.82840997305853,-122.26631462574005,37.82489252995112,-122.26043654610294,Oakland/Berkeley,Oakland/Berkeley
March,269,182.0,19th Street BART Station,164.0,Isabella St at San Pablo Ave,5117,Subscriber,1978.0,Male,37.8090126,-122.2682473,37.814988230424156,-122.27484405040741,Oakland/Berkeley,Oakland/Berkeley
Februrary,821,239.0,Bancroft Way at Telegraph Ave,239.0,Bancroft Way at Telegraph Ave,5668,Subscriber,1997.0,Male,37.8688126,-122.258764,37.8688126,-122.258764,Oakland/Berkeley,Oakland/Berkeley
January,211,141.0,Valencia St at Cesar Chavez St,141.0,Valencia St at Cesar Chavez St,2550,Subscriber,1986.0,Male,37.7479981,-122.4202187,37.7479981,-122.4202187,San Francisco,San Francisco
April,547,363.0,Salesforce Transit Center (Natoma St at 2nd St),30.0,San Francisco Caltrain (Townsend St at 4th St),6638,Subscriber,1973.0,Male,37.78749210438603,-122.3982846736908,37.776598,-122.395282,San Francisco,San Francisco
January,211,247.0,Fulton St at Bancroft Way,245.0,Downtown Berkeley BART,5181,Subscriber,1980.0,Male,37.8677892,-122.26589640000002,37.870139,-122.268422,Oakland/Berkeley,Oakland/Berkeley
May,1078,119.0,18th St at Noe St,120.0,Mission Dolores Park,2692,Subscriber,1989.0,Male,37.7610471,-122.43264170000002,37.7614205,-122.4264353,San Francisco,San Francisco
May,491,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),114.0,Rhode Island St at 17th St,3420,Subscriber,1992.0,Female,37.77663920000001,-122.3955263,37.7644783,-122.4025701,San Francisco,San Francisco
Februrary,941,239.0,Bancroft Way at Telegraph Ave,267.0,Derby St at College Ave,2157,Subscriber,1997.0,Male,37.8688126,-122.258764,37.8618037,-122.2535687,Oakland/Berkeley,Oakland/Berkeley
May,1572,180.0,Telegraph Ave at 23rd St,189.0,Genoa St at 55th St,2519,Subscriber,1995.0,Female,37.8126783,-122.2687726,37.83964879999999,-122.2717561,Oakland/Berkeley,Oakland/Berkeley
May,895,9.0,Broadway at Battery St,81.0,Berry St at 4th St,1081,Subscriber,1981.0,Female,37.79857210846257,-122.40086898207666,37.77588,-122.39317,San Francisco,San Francisco
Februrary,1184,189.0,Genoa St at 55th St,181.0,Grand Ave at Webster St,5977,Subscriber,1991.0,Male,37.83964879999999,-122.2717561,37.8113768,-122.2651925,Oakland/Berkeley,Oakland/Berkeley
April,1365,19.0,Post St at Kearny St,98.0,Valencia St at 16th St,5445,Subscriber,1984.0,Male,37.788975,-122.403452,37.765052,-122.4218661,San Francisco,San Francisco
March,169,241.0,Ashby BART Station,274.0,Oregon St at Adeline St,4552,Subscriber,1990.0,Female,37.8524766,-122.2702132,37.85756720000001,-122.2675583,Oakland/Berkeley,Oakland/Berkeley
January,706,3.0,Powell St BART Station (Market St at 4th St),123.0,Folsom St at 19th St,5541,Subscriber,1980.0,Female,37.78637526861584,-122.40490436553956,37.7605936,-122.41481709999998,San Francisco,San Francisco
Februrary,724,385.0,Woolsey St at Sacramento St,155.0,Emeryville Public Market,999,Subscriber,1983.0,Male,37.8505777,-122.2781754,37.840521166949685,-122.29352831840515,Oakland/Berkeley,Oakland/Berkeley
Februrary,353,86.0,Market St at Dolores St,77.0,11th St at Natoma St,5535,Subscriber,1991.0,Male,37.76930529999999,-122.4268256,37.7735069,-122.4160402,San Francisco,San Francisco
April,509,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),324.0,Union Square (Powell St at Post St),6919,Customer,1986.0,Male,37.77663920000001,-122.3955263,37.78829997815083,-122.40853071212769,San Francisco,San Francisco
April,411,71.0,Broderick St at Oak St,380.0,Masonic Ave at Turk St,4426,Customer,1989.0,Male,37.7730627,-122.4390777,37.779046658472055,-122.44729131460188,San Francisco,San Francisco
April,1137,398.0,Leavenworth St at Broadway,343.0,Bryant St at 2nd St,2222,Subscriber,1990.0,Female,37.796470691622936,-122.4168576300144,37.783171989315306,-122.39357203245164,San Francisco,San Francisco
Februrary,612,4.0,Cyril Magnin St at Ellis St,16.0,Steuart St at Market St,2123,Subscriber,1946.0,Male,37.78588062694133,-122.4089150084319,37.79413,-122.39443,San Francisco,San Francisco
Februrary,372,267.0,Derby St at College Ave,239.0,Bancroft Way at Telegraph Ave,3294,Subscriber,1998.0,Female,37.8618037,-122.2535687,37.8688126,-122.258764,Oakland/Berkeley,Oakland/Berkeley
Februrary,1387,246.0,Berkeley Civic Center,206.0,College Ave at Bryant Ave,5102,Subscriber,2000.0,Female,37.8690599,-122.270556,37.8381269,-122.25127140000002,Oakland/Berkeley,Oakland/Berkeley
May,585,355.0,23rd St at Tennessee St,114.0,Rhode Island St at 17th St,989,Customer,1986.0,Male,37.75536713215853,-122.38879501819609,37.7644783,-122.4025701,San Francisco,San Francisco
April,733,80.0,Townsend St at 5th St,86.0,Market St at Dolores St,5975,Subscriber,1982.0,Female,37.77523486860596,-122.39743709564208,37.76930529999999,-122.4268256,San Francisco,San Francisco
April,994,22.0,Howard St at Beale St,364.0,China Basin St at 3rd St,1522,Subscriber,1985.0,Male,37.789756,-122.394643,37.7719996,-122.3899698,San Francisco,San Francisco
April,913,154.0,Doyle St at 59th St,266.0,Parker St at Fulton St,5194,Subscriber,1984.0,Male,37.8419238,-122.2880451,37.8624644,-122.26479109999998,Oakland/Berkeley,Oakland/Berkeley
April,1030,109.0,17th St at Valencia St,130.0,22nd St Caltrain Station,6581,Customer,1990.0,Female,37.7633158,-122.4219039,37.75771842163036,-122.39181250333785,San Francisco,San Francisco
April,245,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),368.0,Myrtle St at Polk St,5550,Subscriber,1979.0,Male,37.7810737,-122.4117382,37.785433827868225,-122.41962164640428,San Francisco,San Francisco
Februrary,1130,22.0,Howard St at Beale St,371.0,Lombard St at Columbus Ave,4758,Subscriber,1993.0,Female,37.789756,-122.394643,37.80274615250053,-122.41357862949371,San Francisco,San Francisco
May,1466,343.0,Bryant St at 2nd St,42.0,San Francisco City Hall (Polk St at Grove St),3551,Customer,1996.0,Male,37.783171989315306,-122.39357203245164,37.77865,-122.41823,San Francisco,San Francisco
March,691,96.0,Dolores St at 15th St,52.0,McAllister St at Baker St,6714,Subscriber,1992.0,Female,37.7662102,-122.4266136,37.7774157,-122.4418376,San Francisco,San Francisco
April,394,62.0,Victoria Manalo Draves Park,58.0,Market St at 10th St,3087,Subscriber,1990.0,Female,37.77779057034257,-122.40643188357352,37.776619,-122.417385,San Francisco,San Francisco
March,1311,11.0,Davis St at Jackson St,26.0,1st St at Folsom St,2310,Customer,1995.0,Male,37.79728,-122.398436,37.78729000000001,-122.39438,San Francisco,San Francisco
Februrary,309,196.0,Grand Ave at Perkins St,182.0,19th Street BART Station,3626,Subscriber,1982.0,Male,37.80889393398715,-122.25646018981932,37.8090126,-122.2682473,Oakland/Berkeley,Oakland/Berkeley
March,1325,21.0,Montgomery St BART Station (Market St at 2nd St),107.0,17th St at Dolores St,1675,Customer,1983.0,Male,37.7896254,-122.400811,37.7630152,-122.42649679999998,San Francisco,San Francisco
April,301,368.0,Myrtle St at Polk St,58.0,Market St at 10th St,3474,Subscriber,1981.0,Male,37.785433827868225,-122.41962164640428,37.776619,-122.417385,San Francisco,San Francisco
January,546,324.0,Union Square (Powell St at Post St),23.0,The Embarcadero at Steuart St,1184,Subscriber,1985.0,Male,37.78829997815083,-122.40853071212769,37.79146400000001,-122.391034,San Francisco,San Francisco
April,1048,278.0,The Alameda at Bush St,396.0,Metro Dr at Technology Dr,4064,Subscriber,1993.0,Male,37.3319323,-121.9048882,37.36767805240811,-121.9187942147255,San Jose,San Jose
Februrary,286,253.0,Haste St at College Ave,252.0,Channing Way at Shattuck Ave,6363,Subscriber,1996.0,Male,37.86641794050319,-122.25379943847656,37.86584660000001,-122.26744309999998,Oakland/Berkeley,Oakland/Berkeley
April,291,7.0,Frank H Ogawa Plaza,232.0,MLK Jr Way at 14th St,3590,Subscriber,1993.0,Female,37.8045623549303,-122.27173805236816,37.8061628,-122.2760402,Oakland/Berkeley,Oakland/Berkeley
April,369,214.0,Market St at Brockhurst St,176.0,MacArthur BART Station,166,Subscriber,1983.0,Female,37.8233214,-122.2757325,37.82840997305853,-122.26631462574005,Oakland/Berkeley,Oakland/Berkeley
May,1200,36.0,Folsom St at 3rd St,21.0,Montgomery St BART Station (Market St at 2nd St),1140,Subscriber,1994.0,Male,37.78383,-122.39887,37.7896254,-122.400811,San Francisco,San Francisco
April,2900,351.0,10th St at University Ave,250.0,North Berkeley BART Station,616,Customer,1989.0,Female,37.86906047545393,-122.29339957237242,37.873558,-122.283093,Oakland/Berkeley,Oakland/Berkeley
May,495,66.0,3rd St at Townsend St,23.0,The Embarcadero at Steuart St,1696,Subscriber,1986.0,Male,37.77874161153677,-122.39274082710837,37.79146400000001,-122.391034,San Francisco,San Francisco
April,965,136.0,23rd St at San Bruno Ave,50.0,2nd St at Townsend St,1916,Subscriber,1992.0,Male,37.7544356,-122.4043639,37.780526,-122.39028799999998,San Francisco,San Francisco
January,846,349.0,Howard St at Mary St,90.0,Townsend St at 7th St,5268,Subscriber,1980.0,Male,37.78100971717512,-122.40566611289978,37.771058,-122.402717,San Francisco,San Francisco
May,2586,310.0,San Fernando St at 4th St,327.0,5th St at San Salvador St,3853,Subscriber,1991.0,Male,37.335885,-121.88566000000002,37.33203868095132,-121.8817663192749,San Jose,San Jose
April,1436,285.0,Webster St at O'Farrell St,20.0,Mechanics Monument Plaza (Market St at Bush St),2369,Customer,1987.0,Male,37.78352083526095,-122.43115782737732,37.7913,-122.399051,San Francisco,San Francisco
March,382,27.0,Beale St at Harrison St,81.0,Berry St at 4th St,6104,Subscriber,1992.0,Male,37.7880593,-122.3918648,37.77588,-122.39317,San Francisco,San Francisco
April,1595,6.0,The Embarcadero at Sansome St,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),1633,Customer,1974.0,Male,37.80477,-122.403234,37.78487208436062,-122.40087568759917,San Francisco,San Francisco
May,612,231.0,14th St at Filbert St,203.0,Webster St at 2nd St,3331,Subscriber,1980.0,Female,37.80874983465997,-122.28328227996825,37.795194764385954,-122.27396965026855,Oakland/Berkeley,Oakland/Berkeley
January,219,239.0,Bancroft Way at Telegraph Ave,269.0,Telegraph Ave at Carleton St,5437,Subscriber,1998.0,Male,37.8688126,-122.258764,37.8623199,-122.258801,Oakland/Berkeley,Oakland/Berkeley
March,324,37.0,2nd St at Folsom St,30.0,San Francisco Caltrain (Townsend St at 4th St),5041,Subscriber,1993.0,Male,37.78499972833808,-122.39593561749642,37.776598,-122.395282,San Francisco,San Francisco
Februrary,862,17.0,Embarcadero BART Station (Beale St at Market St),30.0,San Francisco Caltrain (Townsend St at 4th St),3326,Subscriber,1968.0,Male,37.792251,-122.39708600000002,37.776598,-122.395282,San Francisco,San Francisco
April,586,242.0,Milvia St at Derby St,239.0,Bancroft Way at Telegraph Ave,3424,Subscriber,1992.0,Male,37.86012459911685,-122.2693844139576,37.8688126,-122.258764,Oakland/Berkeley,Oakland/Berkeley
Februrary,360,126.0,Esprit Park,89.0,Division St at Potrero Ave,5425,Subscriber,1989.0,Male,37.7616343,-122.3906477,37.76921786152374,-122.40764558315277,San Francisco,San Francisco
March,292,119.0,18th St at Noe St,133.0,Valencia St at 22nd St,4533,Subscriber,1981.0,Male,37.7610471,-122.43264170000002,37.7552126,-122.42097520000002,San Francisco,San Francisco
March,570,134.0,Valencia St at 24th St,89.0,Division St at Potrero Ave,6282,Subscriber,1992.0,Male,37.7524278,-122.4206278,37.76921786152374,-122.40764558315277,San Francisco,San Francisco
March,347,27.0,Beale St at Harrison St,49.0,S Park St at 3rd St,3649,Subscriber,1977.0,Male,37.7880593,-122.3918648,37.7807601,-122.3949894,San Francisco,San Francisco
April,440,178.0,Broadway at 30th St,182.0,19th Street BART Station,288,Subscriber,1987.0,Female,37.81938140000001,-122.2619284,37.8090126,-122.2682473,Oakland/Berkeley,Oakland/Berkeley
April,141,10.0,Washington St at Kearny St,14.0,Clay St at Battery St,6512,Subscriber,1988.0,Male,37.795392937254526,-122.4047702550888,37.795001,-122.39997,San Francisco,San Francisco
March,384,59.0,S Van Ness Ave at Market St,86.0,Market St at Dolores St,4822,Subscriber,1972.0,Male,37.774814,-122.418954,37.76930529999999,-122.4268256,San Francisco,San Francisco
March,187,256.0,Hearst Ave at Euclid Ave,258.0,University Ave at Oxford St,5785,Subscriber,1953.0,Male,37.87511169286445,-122.26055324077606,37.8723555,-122.2664467,Oakland/Berkeley,Oakland/Berkeley
Februrary,277,61.0,Howard St at 8th St,41.0,Golden Gate Ave at Polk St,5069,Subscriber,1968.0,Male,37.7765126,-122.4113061,37.78127,-122.41874,San Francisco,San Francisco
April,472,10.0,Washington St at Kearny St,369.0,Hyde St at Post St,4343,Customer,1989.0,Male,37.795392937254526,-122.4047702550888,37.78734902316596,-122.41665109992027,San Francisco,San Francisco
January,406,89.0,Division St at Potrero Ave,59.0,S Van Ness Ave at Market St,1161,Subscriber,1978.0,Male,37.76921786152374,-122.40764558315277,37.774814,-122.418954,San Francisco,San Francisco
April,549,203.0,Webster St at 2nd St,201.0,10th St at Fallon St,2476,Customer,1964.0,Male,37.795194764385954,-122.27396965026855,37.7976728,-122.2629973,Oakland/Berkeley,Oakland/Berkeley
May,516,101.0,15th St at Potrero Ave,49.0,S Park St at 3rd St,3346,Subscriber,1981.0,Male,37.76707850458367,-122.40735858678819,37.7807601,-122.3949894,San Francisco,San Francisco
March,407,230.0,14th St at Mandela Pkwy,7.0,Frank H Ogawa Plaza,5656,Subscriber,1986.0,Female,37.81074320000001,-122.2914153,37.8045623549303,-122.27173805236816,Oakland/Berkeley,Oakland/Berkeley
Februrary,207,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),58.0,Market St at 10th St,4927,Subscriber,1954.0,Male,37.7810737,-122.4117382,37.776619,-122.417385,San Francisco,San Francisco
Februrary,166,21.0,Montgomery St BART Station (Market St at 2nd St),26.0,1st St at Folsom St,5962,Subscriber,1986.0,Male,37.7896254,-122.400811,37.78729000000001,-122.39438,San Francisco,San Francisco
April,180,81.0,Berry St at 4th St,92.0,Mission Bay Kids Park,5801,Subscriber,1988.0,Female,37.77588,-122.39317,37.772300631747626,-122.39302754402159,San Francisco,San Francisco
January,620,246.0,Berkeley Civic Center,241.0,Ashby BART Station,1829,Subscriber,1991.0,Male,37.8690599,-122.270556,37.8524766,-122.2702132,Oakland/Berkeley,Oakland/Berkeley
January,499,58.0,Market St at 10th St,47.0,4th St at Harrison St,5353,Subscriber,1984.0,Male,37.776619,-122.417385,37.78095459960753,-122.39974915981293,San Francisco,San Francisco
January,420,60.0,8th St at Ringold St,87.0,Folsom St at 13th St,79,Subscriber,1987.0,Male,37.774520401136854,-122.4094493687153,37.769757,-122.415674,San Francisco,San Francisco
March,236,35.0,Cahill Park,276.0,Julian St at The Alameda,5992,Subscriber,1994.0,Female,37.329118668147785,-121.90457582473756,37.3322326,-121.9125165,San Jose,San Jose
March,1280,127.0,Valencia St at 21st St,26.0,1st St at Folsom St,6254,Subscriber,1981.0,Female,37.7567083,-122.421025,37.78729000000001,-122.39438,San Francisco,San Francisco
